material_id,material_name,material_type,density_g_cm3,strength_score,weight_capacity_kg,biodegradability_score,recyclability_percent,manufacturing_energy_index,fragility_support,moisture_resistance,cost_target,co2_target
457,Material_457,Bio-Composite,0.978,63.59,24.31,68.69,76.46,75.06,1,1,94.84888279938653,13.980168368888165
458,Material_458,Recycled Paper,0.989,33.22,34.05,86.08,79.22,53.99,0,1,74.4839762996746,-86.3645387576833
459,Material_459,Bio-Composite,0.522,66.64,38.38,77.71,89.84,37.65,0,1,105.29379531300278,-131.35945484835472
460,Material_460,Recycled Cardboard,0.926,99.98,3.23,78.0,67.05,27.78,1,0,106.87409320387667,-137.30483860551533
461,Material_461,Biodegradable Plastic,0.493,32.04,32.68,67.02,90.27,78.75,0,1,74.0129379654667,12.236873296135713
462,Material_462,Molded Fiber,0.409,85.34,12.11,71.87,66.93,78.81,0,0,97.6481967693195,27.166822354241475
463,Material_463,Bio-Composite,1.047,36.58,33.83,84.74,52.77,74.75,0,0,69.8630939087992,4.57811540046178
464,Material_464,Biodegradable Plastic,0.624,82.59,23.95,89.56,77.71,65.0,1,1,107.76123394503485,-59.63013952515933
465,Material_465,Recycled Paper,0.967,78.77,38.9,81.79,79.4,32.8,0,1,114.68517271011756,-141.79789323588585
466,Material_466,Recycled Paper,0.763,44.04,7.05,95.44,96.73,67.19,1,0,75.01953764268512,-84.41752123575675
467,Material_467,Biodegradable Plastic,1.48,46.07,31.69,89.22,86.3,38.62,1,0,89.22863777271068,-145.7724582218454
468,Material_468,Recycled Paper,0.394,83.4,14.65,73.71,95.89,32.87,0,1,105.75005909897807,-144.468480117128
469,Material_469,Recycled Cardboard,0.804,56.92,42.8,80.28,95.42,62.14,1,0,104.7472022872243,-67.90519539961413
470,Material_470,Recycled Cardboard,1.085,78.47,46.49,95.58,80.23,15.58,0,1,119.03155712190348,-221.31653230804997
471,Material_471,Biodegradable Plastic,0.714,31.84,49.82,77.15,76.39,13.4,0,1,81.27395300024091,-189.9343871475928
472,Material_472,Bio-Composite,1.467,88.2,40.0,89.49,77.87,41.36,0,0,123.44033353070624,-129.82750734434725
473,Material_473,Bio-Composite,1.138,76.87,37.93,81.33,98.92,41.19,0,1,118.34354010296408,-134.5637004013401
474,Material_474,Biodegradable Plastic,1.054,92.56,11.56,73.12,88.66,72.7,0,1,111.84162159929637,-13.234733411174002
475,Material_475,Bio-Composite,1.184,30.59,17.46,54.51,55.31,18.83,1,1,58.51280098300378,-105.5682110782566
476,Material_476,Bio-Composite,1.438,67.44,23.82,65.56,88.92,18.63,1,0,103.40524645249266,-161.2877663509471
477,Material_477,Recycled Cardboard,1.38,67.93,38.9,98.06,58.53,20.32,1,0,102.75576057066763,-189.2549878322997
478,Material_478,Bio-Composite,1.142,48.28,45.83,79.47,72.37,12.08,1,0,94.12008218240517,-192.30151609369716
479,Material_479,Corrugated Board,1.174,56.68,10.27,73.86,60.52,15.02,0,1,74.70616957384944,-160.871179665389
480,Material_480,Molded Fiber,0.39,23.04,46.2,95.98,84.48,56.19,0,0,73.25608643948641,-106.163767477428
481,Material_481,Recycled Paper,0.334,79.67,35.09,75.19,93.87,40.21,1,0,116.19058620208764,-122.43256344237722
482,Material_482,Corrugated Board,0.942,63.95,30.93,71.56,64.52,63.45,0,0,93.08450836241342,-14.419342181355276
483,Material_483,Bio-Composite,0.224,24.62,10.79,85.56,54.1,79.48,1,1,45.10442571063709,13.190292292768218
484,Material_484,Recycled Cardboard,0.827,74.46,3.72,82.76,64.92,56.13,1,1,86.31880799047279,-59.72012226124449
485,Material_485,Biodegradable Plastic,0.473,57.34,28.85,51.59,83.62,13.53,1,0,91.21034142260343,-144.1550996873538
486,Material_486,Bio-Composite,0.65,22.76,32.92,68.28,66.44,17.32,1,0,62.328038446302216,-148.96644394754625
487,Material_487,Recycled Cardboard,1.209,97.57,11.33,68.35,63.91,71.67,0,0,107.98173850957473,18.066408942847175
488,Material_488,Molded Fiber,1.424,95.93,28.27,62.69,59.22,46.92,0,1,116.84829807558202,-39.29780021502597
489,Material_489,Bio-Composite,0.294,61.03,42.97,71.04,74.88,67.74,1,0,100.53574036829868,-12.705631196171275
490,Material_490,Biodegradable Plastic,0.895,27.49,41.92,64.79,63.8,69.96,1,1,71.1114151630822,18.34191535083225
491,Material_491,Recycled Cardboard,1.347,80.37,46.44,51.96,86.55,74.94,1,1,125.41807752791682,38.33147780747237
492,Material_492,Recycled Cardboard,0.307,59.35,18.93,64.74,53.83,76.49,1,1,78.24773683388365,46.15350625436956
493,Material_493,Recycled Cardboard,1.272,44.2,16.58,44.34,83.2,48.84,1,0,77.23670289783439,-22.33562364571439
494,Material_494,Molded Fiber,0.665,59.31,37.72,74.55,61.88,33.87,0,0,91.06333258637976,-107.2958445396096
495,Material_495,Bio-Composite,0.619,61.8,22.12,91.22,74.46,77.33,1,1,89.68869440677632,-25.6146652225027
496,Material_496,Molded Fiber,1.471,65.02,5.29,83.52,64.3,48.32,1,1,82.59604960028331,-82.52577564425745
497,Material_497,Recycled Paper,0.461,55.3,14.86,61.62,86.14,14.5,0,1,80.84276306426982,-164.51776174965053
498,Material_498,Recycled Paper,1.101,68.46,21.51,45.22,97.27,54.99,0,1,101.04611954109853,-20.78265444509359
499,Material_499,Bio-Composite,1.268,93.5,15.33,52.13,95.85,51.14,0,0,118.25736796652504,-43.29189758577547
500,Material_500,Molded Fiber,0.254,48.98,17.28,72.73,79.17,72.71,0,0,73.66362996987587,-5.732036049120783
501,Material_501,Biodegradable Plastic,1.072,78.06,15.4,52.42,73.13,55.72,0,1,98.2586892792376,-8.106219753731446
502,Material_502,Recycled Cardboard,1.437,91.56,3.03,72.64,90.92,34.43,0,1,108.29984719566083,-128.4848963373667
503,Material_503,Recycled Cardboard,0.361,56.48,32.22,53.9,84.17,77.64,0,1,91.31051342190663,42.46773654956206
504,Material_504,Bio-Composite,1.365,55.48,30.27,90.94,59.18,66.11,0,0,85.75505225213666,-38.86951200450068
505,Material_505,Recycled Paper,0.973,68.17,33.02,63.84,91.05,54.13,0,1,104.61001560054383,-54.62445507046999
506,Material_506,Recycled Paper,1.002,67.31,10.42,54.73,71.44,30.5,1,0,88.23367618100588,-86.90713893462859
507,Material_507,Recycled Cardboard,0.997,84.53,15.49,88.74,59.45,36.15,0,1,99.16033552444262,-125.15839568220586
508,Material_508,Bio-Composite,0.588,58.12,31.36,60.57,64.09,56.9,1,0,88.41030491205285,-13.21026327517692
509,Material_509,Molded Fiber,1.416,99.69,30.38,46.69,63.38,15.04,1,0,125.03740484250781,-107.0120165864105
510,Material_510,Recycled Paper,1.432,24.76,25.81,74.22,75.96,27.97,1,1,65.90441984976181,-136.44156461551896
511,Material_511,Molded Fiber,1.013,20.25,18.17,74.89,61.72,59.97,1,0,51.378498985271776,-27.860807605975435
512,Material_512,Recycled Paper,1.218,71.22,45.73,82.88,56.18,43.6,1,0,108.73589685869477,-88.84213255608935
513,Material_513,Recycled Paper,0.996,43.87,17.65,54.41,56.18,38.17,1,0,68.30858037057956,-48.10826027703729
514,Material_514,Corrugated Board,0.83,39.23,23.33,66.63,79.16,20.6,1,0,75.1280632997981,-148.58709171610562
515,Material_515,Recycled Paper,1.059,44.95,34.23,56.94,86.74,40.93,1,1,89.02314018247506,-74.75817868549537
516,Material_516,Biodegradable Plastic,0.919,40.48,27.61,44.86,66.08,63.95,0,1,72.92827936321218,37.830481692682284
517,Material_517,Bio-Composite,0.977,22.46,18.0,92.6,51.73,28.48,1,1,50.48454268653673,-150.17282492802553
518,Material_518,Bio-Composite,1.219,97.72,22.35,83.73,56.36,10.38,1,1,115.63636539387977,-189.36776160511508
519,Material_519,Molded Fiber,0.825,37.66,39.93,58.09,95.73,56.8,1,1,88.2126152158232,-39.70403127354408
520,Material_520,Recycled Paper,0.253,78.72,14.63,75.96,74.68,78.08,1,0,96.80659052647236,7.943012070739891
521,Material_521,Biodegradable Plastic,0.413,81.01,7.97,52.08,72.68,52.48,0,0,93.07726286117241,-18.852466240752893
522,Material_522,Molded Fiber,0.77,94.34,16.34,93.41,51.9,18.39,1,0,106.38419542202058,-181.53827786950447
523,Material_523,Corrugated Board,1.142,22.44,42.63,46.89,86.43,32.45,0,0,74.3866298557928,-80.7588002702679
524,Material_524,Molded Fiber,0.971,89.76,5.36,40.23,76.4,70.73,0,1,102.07862673243015,57.62156297707573
525,Material_525,Molded Fiber,1.045,62.18,49.59,70.12,60.1,26.28,1,1,102.660123343452,-119.4675990871115
526,Material_526,Recycled Paper,0.823,70.6,27.51,74.99,55.5,52.54,1,0,94.82138794054637,-46.22892418979049
527,Material_527,Corrugated Board,1.0,71.56,49.26,74.74,69.17,38.19,0,1,111.3958553893251,-101.33233287065893
528,Material_528,Molded Fiber,0.628,85.58,47.01,43.27,91.86,24.55,1,0,128.1883712159692,-102.72401309652805
529,Material_529,Biodegradable Plastic,0.811,46.67,23.19,58.84,93.26,66.94,1,0,84.92387881056864,-8.306773448646926
530,Material_530,Biodegradable Plastic,1.168,78.64,10.73,69.95,80.14,62.0,0,1,97.05134565344524,-30.442518724546144
531,Material_531,Bio-Composite,1.333,62.29,9.08,52.99,86.38,56.31,0,1,86.94431787395065,-20.77839951365596
532,Material_532,Corrugated Board,0.764,83.47,12.76,92.36,55.76,26.54,1,1,96.88061912470161,-160.01392902350022
533,Material_533,Corrugated Board,0.257,99.24,35.8,45.23,79.41,16.85,1,1,127.61807913086557,-119.61292763056105
534,Material_534,Bio-Composite,0.41,36.05,14.37,69.24,83.35,50.33,1,1,66.06983052801115,-70.56778475447966
535,Material_535,Molded Fiber,0.227,99.57,17.73,81.48,60.04,48.76,0,1,109.69777961784668,-77.0715252638814
536,Material_536,Corrugated Board,1.049,27.18,22.99,55.71,94.01,23.19,1,1,69.55517267328783,-131.82269225747265
537,Material_537,Biodegradable Plastic,0.632,20.19,45.75,77.45,59.75,13.94,0,0,64.38538823838623,-172.3351545513175
538,Material_538,Biodegradable Plastic,0.905,23.53,10.28,89.76,65.67,15.65,0,1,47.85409282616179,-195.32129976762218
539,Material_539,Recycled Paper,0.841,47.34,1.25,51.42,81.03,79.49,1,0,67.68627904719031,56.68490980562486
540,Material_540,Corrugated Board,0.306,70.63,3.94,95.03,81.92,64.85,0,0,84.81599536332493,-76.5077796731575
541,Material_541,Molded Fiber,0.724,25.52,45.33,73.21,84.97,74.54,1,1,77.98765650935273,-6.594010798897305
542,Material_542,Bio-Composite,0.487,20.45,32.73,57.95,55.6,23.65,1,0,55.765497844414504,-99.10468309257374
543,Material_543,Bio-Composite,0.744,94.97,14.38,65.85,92.47,77.24,0,1,116.0286554762098,8.770257011450507
544,Material_544,Molded Fiber,0.465,85.75,9.68,58.73,76.64,19.99,1,0,101.05264148080818,-132.32156367258008
545,Material_545,Recycled Cardboard,1.293,84.73,15.42,83.51,73.57,45.64,0,0,104.53433995967953,-99.73364056550204
546,Material_546,Recycled Paper,0.426,90.75,6.63,87.78,99.05,68.08,0,0,108.79959162566657,-69.39940335580614
547,Material_547,Bio-Composite,1.449,76.0,47.14,89.98,87.02,34.49,1,1,123.10980218813967,-159.936054873748
548,Material_548,Corrugated Board,0.741,28.35,39.43,99.15,55.9,39.74,1,0,68.70864603293354,-132.8245932704012
549,Material_549,Recycled Paper,1.3,51.93,23.66,87.48,87.83,18.97,1,0,88.85747297682751,-202.36287340035955
550,Material_550,Corrugated Board,1.017,77.85,43.38,76.08,54.76,18.6,1,0,111.51449267691503,-147.86059753880645
551,Material_551,Biodegradable Plastic,1.156,42.43,13.22,60.35,51.37,53.37,0,1,61.49806775200844,-8.372907852352819
552,Material_552,Recycled Paper,1.198,74.99,36.14,72.68,70.18,57.29,0,0,107.2364292561859,-40.69518865147539
553,Material_553,Bio-Composite,0.856,21.96,42.95,42.46,99.68,64.41,0,1,75.93866729450623,10.435942860531506
554,Material_554,Recycled Paper,0.906,44.49,18.48,84.69,58.74,48.97,1,0,70.06021227745799,-78.37686614849699
555,Material_555,Recycled Paper,0.868,63.93,38.12,66.76,83.63,55.2,0,0,102.89246375717146,-49.4894000242212
556,Material_556,Recycled Paper,0.964,70.57,15.46,41.2,58.67,10.95,0,0,87.57240419269675,-105.73037924039944
557,Material_557,Recycled Cardboard,0.238,66.16,15.64,43.75,86.24,21.35,1,1,90.42020687014231,-108.72377864330421
558,Material_558,Recycled Paper,0.714,75.82,6.25,63.25,75.27,78.94,1,0,92.03048812323152,37.51788988045274
559,Material_559,Corrugated Board,0.988,20.49,22.56,75.01,84.0,15.32,1,0,61.28599118400435,-185.4074063006642
560,Material_560,Biodegradable Plastic,0.977,28.08,36.76,67.85,60.14,57.52,0,0,66.77738585478797,-21.24853856211171
561,Material_561,Molded Fiber,1.231,89.52,47.07,77.15,87.28,22.33,1,0,132.57963560671575,-170.2545927592949
562,Material_562,Recycled Paper,1.052,74.54,30.59,68.82,99.78,60.17,0,1,110.8753481345779,-53.20876073191961
563,Material_563,Bio-Composite,1.49,29.03,43.29,79.7,83.28,59.42,0,0,80.49523945200168,-61.40760235007677
564,Material_564,Recycled Paper,0.569,87.37,41.3,53.15,74.67,26.39,0,0,119.28008518254852,-101.01574010384705
565,Material_565,Bio-Composite,0.667,39.38,9.49,46.77,96.16,28.87,0,0,68.85412055285484,-101.97270943730135
566,Material_566,Corrugated Board,0.699,58.26,24.81,75.79,50.79,55.83,0,0,79.47969648160509,-32.538514375799636
567,Material_567,Bio-Composite,0.806,31.62,6.73,69.08,86.5,37.31,1,1,60.62525112351345,-109.43039976579354
568,Material_568,Molded Fiber,1.287,76.81,34.43,41.61,94.44,23.62,0,0,115.95455964709463,-103.93689128701985
569,Material_569,Biodegradable Plastic,0.507,73.35,47.55,62.83,53.08,61.22,1,0,106.23348914522882,6.305987850540915
570,Material_570,Bio-Composite,1.209,36.89,7.72,46.37,72.5,20.79,0,1,61.300510138119634,-100.37432410218614
571,Material_571,Bio-Composite,0.727,89.07,36.96,71.88,60.24,69.9,0,0,114.32092875216479,8.70763493541809
572,Material_572,Biodegradable Plastic,0.982,52.1,31.98,63.75,78.33,46.03,1,0,91.108537134238,-64.70762016068645
573,Material_573,Molded Fiber,1.022,43.4,29.6,76.79,82.48,17.4,0,0,81.08227229230741,-181.8822448947327
574,Material_574,Recycled Paper,0.685,32.19,20.12,88.34,65.13,58.59,0,1,59.76220109370629,-65.79913877766663
575,Material_575,Bio-Composite,0.866,41.29,18.4,57.98,73.0,46.34,1,0,71.36183029610454,-47.0486890595669
576,Material_576,Biodegradable Plastic,0.737,21.76,3.22,97.73,63.97,30.86,1,1,43.72899352046592,-165.4082393643501
577,Material_577,Corrugated Board,0.29,66.66,11.68,72.14,68.47,39.58,0,1,81.89982372416848,-92.69508748155236
578,Material_578,Biodegradable Plastic,0.768,87.38,1.74,77.1,57.98,30.88,0,1,91.70025664381275,-117.41441676420469
579,Material_579,Corrugated Board,0.327,63.92,29.49,80.84,94.28,28.41,0,1,98.22843704747022,-171.19650722290686
580,Material_580,Molded Fiber,0.727,37.54,6.19,80.0,50.5,21.45,1,1,53.82144610900555,-144.89724371226492
581,Material_581,Recycled Paper,0.971,22.69,43.78,70.66,94.12,35.39,0,1,77.65827647452235,-127.09040128110026
582,Material_582,Biodegradable Plastic,0.953,37.17,26.63,65.73,78.58,27.57,1,1,75.27863343176627,-125.42055299247593
583,Material_583,Recycled Cardboard,1.061,53.29,35.28,43.23,66.58,57.84,1,0,90.23674811346301,23.21381779941979
584,Material_584,Bio-Composite,0.324,80.77,21.13,41.33,86.15,57.87,0,0,103.69871500640551,5.890967012305908
585,Material_585,Molded Fiber,1.048,35.03,28.47,61.48,75.39,45.13,1,1,74.5921437616725,-59.08744804374502
586,Material_586,Biodegradable Plastic,0.606,77.58,47.19,60.02,74.96,64.46,0,1,115.82323254266163,0.22554943381350934
587,Material_587,Bio-Composite,0.719,89.35,5.05,63.26,55.51,68.89,0,1,93.68177544535412,27.481270746003947
588,Material_588,Biodegradable Plastic,1.315,56.32,13.44,48.3,69.48,50.58,1,1,81.74736296718588,-11.386271749878901
589,Material_589,Corrugated Board,0.212,85.71,39.22,84.29,62.05,53.33,1,1,113.72790061367,-69.29435061054042
590,Material_590,Biodegradable Plastic,0.965,64.37,5.84,91.42,50.78,29.8,1,1,76.11720794930329,-142.07433866334296
591,Material_591,Recycled Cardboard,0.978,70.97,4.71,96.32,68.0,72.64,1,0,86.5594778231375,-40.916911761032914
592,Material_592,Biodegradable Plastic,0.716,62.1,18.72,69.54,54.49,11.69,1,0,81.86685071346464,-157.38149373074788
593,Material_593,Biodegradable Plastic,0.508,57.05,5.52,82.05,62.84,34.4,1,1,71.47482247216007,-124.31936868098045
594,Material_594,Recycled Cardboard,0.505,38.77,29.67,91.33,54.63,60.53,0,1,67.33078166016851,-53.839642163941896
595,Material_595,Molded Fiber,1.349,44.26,12.09,65.1,55.05,15.61,0,1,64.83711440726881,-135.950636525438
596,Material_596,Biodegradable Plastic,0.775,43.2,44.89,58.56,59.95,22.82,0,0,83.06215794334693,-105.68679833577039
597,Material_597,Recycled Cardboard,0.63,65.06,39.39,96.2,99.99,51.25,1,1,110.1235235241267,-137.18695435162437
598,Material_598,Bio-Composite,0.783,29.6,35.29,70.94,50.11,49.2,1,0,64.59411444170468,-43.52090532369429
599,Material_599,Corrugated Board,1.07,93.34,31.23,69.84,81.93,61.72,1,0,125.53328385898247,-34.557411114128335
600,Material_600,Corrugated Board,0.389,77.65,43.31,50.7,57.06,66.88,0,0,106.23670271948052,43.285944459620005
601,Material_601,Biodegradable Plastic,0.784,52.12,11.93,46.49,96.03,19.0,0,1,80.82655906164477,-131.36597023078073
602,Material_602,Molded Fiber,0.964,32.69,43.78,90.53,54.68,11.29,1,1,75.06985276227381,-199.04703849513194
603,Material_603,Molded Fiber,1.433,90.56,39.69,76.85,97.75,58.27,1,0,133.8945613075189,-74.11893260164159
604,Material_604,Bio-Composite,0.528,85.9,37.66,59.55,80.55,31.1,1,0,119.30941991062613,-105.54728343230515
605,Material_605,Biodegradable Plastic,0.667,77.74,28.5,51.5,50.06,53.82,1,0,98.04054115279614,10.20660423476242
606,Material_606,Corrugated Board,0.693,41.72,13.07,73.33,94.7,20.54,0,0,72.10486741326865,-177.68017251687874
607,Material_607,Molded Fiber,0.987,52.2,21.75,75.04,76.09,42.83,0,1,82.01566125510695,-94.65409614261735
608,Material_608,Biodegradable Plastic,0.664,28.22,39.88,52.42,63.13,45.31,0,0,68.41774824074761,-31.294582209459165
609,Material_609,Molded Fiber,0.894,35.12,2.56,91.08,88.36,50.96,1,1,62.051061179444034,-115.62091695510851
610,Material_610,Recycled Cardboard,1.216,82.64,39.32,45.06,96.33,45.92,0,0,123.8228320430372,-44.88490034861113
611,Material_611,Molded Fiber,1.117,77.2,12.76,61.37,74.18,44.7,1,1,98.80804211634027,-60.243248376211284
612,Material_612,Corrugated Board,0.78,67.48,8.07,80.82,65.78,33.29,1,0,83.29205577735262,-125.39400788415686
613,Material_613,Recycled Paper,1.323,91.66,6.67,56.45,89.45,14.98,1,1,110.8580510021362,-153.98879251908917
614,Material_614,Bio-Composite,0.926,66.66,2.34,89.66,84.09,16.27,0,1,83.84824012263189,-211.37413399409618
615,Material_615,Bio-Composite,0.902,57.36,26.66,84.39,94.44,40.36,0,1,93.2997376552159,-140.21113643592292
616,Material_616,Corrugated Board,0.244,47.23,11.69,87.34,84.63,34.91,1,0,72.5325423252575,-154.94296425009216
617,Material_617,Molded Fiber,1.483,95.24,49.48,47.15,62.18,46.13,0,1,131.07797995495355,-15.060010323095101
618,Material_618,Biodegradable Plastic,0.36,26.62,29.15,48.43,96.58,31.34,1,0,71.32517990853789,-98.38780921401153
619,Material_619,Molded Fiber,0.5,94.47,7.76,57.19,55.24,58.15,1,1,100.81824657452256,4.981321477568951
620,Material_620,Corrugated Board,0.267,86.14,34.75,71.08,63.4,70.48,1,1,111.87463699838266,6.166410210452762
621,Material_621,Bio-Composite,1.032,30.39,44.99,84.88,76.01,30.92,0,0,78.18393049508767,-150.37720852491807
622,Material_622,Molded Fiber,0.492,65.2,37.51,90.19,78.29,23.51,0,1,100.7296203226633,-187.44661447325038
623,Material_623,Bio-Composite,0.434,89.32,4.75,82.26,50.77,18.13,1,1,92.5156920474021,-159.58620272657268
624,Material_624,Biodegradable Plastic,0.315,65.74,44.9,95.72,89.03,53.14,0,0,106.7229882093998,-119.75541176635619
625,Material_625,Bio-Composite,0.334,92.58,39.9,84.32,68.08,41.07,0,1,119.29580924070605,-112.35656398003312
626,Material_626,Bio-Composite,0.96,95.44,8.76,58.38,70.32,23.16,0,1,106.68858082386998,-116.28325347203655
627,Material_627,Recycled Paper,1.095,53.79,3.54,55.9,90.47,55.72,0,1,77.57967186993925,-32.31707246870125
628,Material_628,Recycled Paper,0.717,50.19,28.31,81.77,68.96,20.39,1,1,83.12854199575264,-169.42729038521284
629,Material_629,Recycled Cardboard,0.824,94.91,8.65,51.57,52.36,48.8,0,0,100.41822135711205,-7.306651082748765
630,Material_630,Recycled Paper,1.092,74.01,41.89,45.56,58.82,46.9,1,1,108.31606653435774,-6.290682291000566
631,Material_631,Bio-Composite,0.223,29.28,18.56,71.93,97.8,61.4,1,1,66.12573504300204,-56.708302796978096
632,Material_632,Corrugated Board,0.62,23.38,45.73,89.3,53.52,13.86,0,1,64.93549491204358,-189.05361266580408
633,Material_633,Bio-Composite,1.465,65.17,28.72,46.08,67.75,72.15,1,1,98.56598353291757,59.49950982539069
634,Material_634,Corrugated Board,0.954,94.41,9.95,87.51,75.16,59.21,1,1,109.74197117224574,-70.18363466661012
635,Material_635,Corrugated Board,0.53,87.54,7.84,88.69,74.66,25.13,0,1,98.97366331762304,-174.0181483506279
636,Material_636,Recycled Paper,0.878,74.07,29.25,68.94,50.2,22.84,1,1,97.26037840180486,-117.63961492031099
637,Material_637,Molded Fiber,0.645,31.13,38.33,43.44,75.06,40.22,1,1,75.29987556924621,-38.9343861792768
638,Material_638,Biodegradable Plastic,0.892,40.34,39.29,50.48,69.19,67.23,0,0,80.22686509262596,33.79719991439733
639,Material_639,Recycled Paper,0.363,90.04,14.51,82.45,98.6,69.01,0,0,112.22500705555737,-56.12301028273542
640,Material_640,Recycled Paper,0.373,34.62,11.01,82.71,57.96,46.43,0,0,53.165274562875084,-83.36511768875357
641,Material_641,Molded Fiber,0.387,42.28,1.82,93.9,67.71,70.26,0,0,56.65649418517711,-43.77430926159565
642,Material_642,Biodegradable Plastic,1.422,30.37,34.28,74.96,70.97,10.38,0,1,71.95750298997713,-185.73635197360477
643,Material_643,Bio-Composite,1.153,74.09,4.75,47.45,69.53,12.46,1,1,89.32317391158466,-122.50146818582647
644,Material_644,Recycled Cardboard,0.411,95.52,21.62,47.28,83.29,73.83,1,0,118.88938247072232,44.70576522421
645,Material_645,Recycled Cardboard,0.445,41.52,30.48,83.27,60.78,64.27,0,0,71.92955719905831,-34.259101461904066
646,Material_646,Bio-Composite,1.15,58.03,46.92,51.03,61.05,41.55,0,0,96.94115070629718,-36.743204180894736
647,Material_647,Recycled Paper,0.403,70.75,16.28,59.7,86.46,62.75,1,1,95.54512041423294,-16.89774919852979
648,Material_648,Biodegradable Plastic,0.505,99.96,13.24,69.23,75.01,76.89,0,1,112.71766850258305,17.67283847001169
649,Material_649,Recycled Paper,1.452,28.38,33.05,41.49,70.76,64.05,0,0,69.6616587729982,42.430534408277445
650,Material_650,Corrugated Board,0.532,59.89,31.34,54.93,58.46,68.97,1,0,88.53325585467404,40.3156790064545
651,Material_651,Recycled Paper,1.06,50.81,17.27,64.47,59.38,63.24,1,0,74.96793626469194,3.9478171973846234
652,Material_652,Recycled Paper,1.472,89.27,46.48,56.78,50.53,21.77,1,0,122.57858651826271,-94.63982949347027
653,Material_653,Bio-Composite,0.687,58.08,42.4,48.18,54.57,68.35,0,0,90.93869706574813,55.88283154343843
654,Material_654,Bio-Composite,0.223,28.88,11.98,83.68,77.84,23.66,1,1,56.8176897717048,-172.35519834324217
655,Material_655,Bio-Composite,0.517,70.75,12.72,88.79,94.59,72.48,0,0,95.06351411562544,-52.99921253755151
656,Material_656,Recycled Cardboard,1.28,81.66,26.1,55.45,64.36,42.11,1,1,108.21937016831907,-45.103068046696215
657,Material_657,Corrugated Board,1.324,20.23,38.91,86.47,66.39,57.39,0,0,64.48565037852701,-64.86368918757415
658,Material_658,Bio-Composite,1.199,88.72,3.16,63.13,55.78,44.81,0,0,94.39644068408722,-45.43236481306047
659,Material_659,Biodegradable Plastic,0.347,34.88,34.97,70.4,69.43,16.58,0,1,70.49350929455193,-159.2873131017269
660,Material_660,Recycled Cardboard,1.234,64.17,32.76,91.36,51.86,30.35,1,0,94.39913070851954,-141.52945645574442
661,Material_661,Molded Fiber,1.394,53.26,12.34,85.0,95.88,78.86,1,1,85.36425602139808,-26.25213309001257
662,Material_662,Biodegradable Plastic,0.981,77.57,34.39,88.31,83.66,77.25,1,1,114.5534346942659,-25.25191117083814
663,Material_663,Biodegradable Plastic,1.423,49.69,47.07,48.21,99.54,32.43,0,0,103.59473479114557,-95.56459905979384
664,Material_664,Bio-Composite,1.275,89.58,3.29,44.18,94.14,79.74,1,0,109.18921396524333,59.06068710559898
665,Material_665,Molded Fiber,1.067,78.44,16.66,93.6,73.65,69.19,1,1,101.02816545313516,-50.145219682085944
666,Material_666,Molded Fiber,0.95,71.82,22.47,63.27,75.98,52.77,0,1,97.54755032905665,-40.38352742777142
667,Material_667,Recycled Cardboard,0.653,83.7,45.06,57.27,59.53,12.81,0,0,114.76104229987224,-134.57355160980376
668,Material_668,Molded Fiber,0.407,80.32,48.15,83.48,73.1,73.1,1,1,117.88567626908936,-18.88568194130002
669,Material_669,Corrugated Board,0.986,22.88,22.76,90.18,95.15,49.02,1,0,66.12293688145304,-126.63822247659519
670,Material_670,Bio-Composite,0.614,51.58,37.75,91.75,52.54,70.79,1,1,83.70947135809567,-22.213727446774907
671,Material_671,Molded Fiber,1.326,94.46,27.05,58.96,93.18,68.41,0,0,125.27970239176793,-2.6033930577908238
672,Material_672,Recycled Cardboard,1.491,30.06,27.35,91.13,67.05,68.31,1,1,68.53918309920192,-41.19988721805736
673,Material_673,Corrugated Board,1.178,78.97,14.63,42.46,94.98,58.87,0,1,105.46904792021442,0.26777671808366954
674,Material_674,Recycled Paper,0.318,97.97,11.63,42.98,97.04,30.4,0,0,115.82038750209068,-92.08280463736688
675,Material_675,Recycled Paper,0.575,24.18,15.11,77.41,83.54,33.53,1,1,58.301294417908004,-136.19596667288863
676,Material_676,Corrugated Board,0.342,74.58,28.26,43.79,83.22,31.59,1,1,104.58386285449562,-74.42308479526494
677,Material_677,Recycled Cardboard,1.046,57.45,2.43,59.48,72.64,11.4,0,1,73.42307788992512,-154.23048557152902
678,Material_678,Corrugated Board,1.195,66.33,45.46,80.37,91.78,50.78,0,1,113.20868170700125,-96.84864945745004
679,Material_679,Bio-Composite,1.403,26.83,8.66,60.24,98.08,58.92,1,1,64.15066302401033,-37.182790424759084
680,Material_680,Bio-Composite,0.77,23.44,11.78,50.78,88.75,69.77,1,1,56.78517772177496,20.771267843043532
681,Material_681,Recycled Paper,1.372,73.35,26.4,56.88,81.1,19.81,1,1,105.82744460550765,-133.0673083040317
682,Material_682,Molded Fiber,1.341,85.86,35.8,67.45,80.34,48.09,0,0,119.59310453064762,-67.52285518009964
683,Material_683,Recycled Cardboard,0.612,82.56,5.69,68.52,92.47,10.56,0,1,99.53358166362936,-196.38803361738826
684,Material_684,Recycled Paper,1.33,63.5,16.57,86.98,77.06,16.66,1,1,91.14728663572404,-199.1960743997279
685,Material_685,Molded Fiber,0.688,27.99,48.47,85.01,90.19,13.79,0,0,81.68109515012593,-217.90757088235588
